category,links,title,price,image url
Health & Household,https://www.amazon.com/Lysol-Disinfecting-Wipes-Lemon-Blossom/dp/B0002LCZ6O?_encoding=UTF8&psc=1,"
AmazonBasics 9 Volt Lithium Battery - Pack of 1
",$6.83 $69.99,"https://images-na.ssl-images-amazon.com/images/I/61HSAafL8AL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Bater%C3%ADa-litio-voltios-AmazonBasics-Paquete/dp/B082DNXK91?_encoding=UTF8&psc=1,"
Safe+Mate x Case-Mate - Cloth Face Mask - Washable & Reusable - Adult L/XL - Cotton - with Filter - Black
",$8.99 $24.99,"https://images-na.ssl-images-amazon.com/images/I/61ywuEXDuhL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Safe-Mate-Case-Mate-Washable-Reusable/dp/B08CS3R5Y3?_encoding=UTF8&psc=1,"
Cascade Platinum Plus Dishwasher Pods, ActionPacs Detergent, Lemon, 70 Count
",$19.99 ,"https://images-na.ssl-images-amazon.com/images/I/51rRua2JgjL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/dp/B01MAWIGWT?_encoding=UTF8&psc=1,"
Germ-X Hand Sanitizer, Original, 32 Fluid Ounce (Pack of 4), 128 Fl Ounce
",$23.96 ,"https://images-na.ssl-images-amazon.com/images/I/81KJJUfd59L._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Germ-X-Sanitizer-Original-Fluid-Ounce/dp/B085V653L5?_encoding=UTF8&psc=1,"
Wet Ones Antibacterial Hand Wipes, Fresh Scent, 20 Count (Pack of 10), Packaging May Vary
",$34.99 ,"https://images-na.ssl-images-amazon.com/images/I/81IPVP6mccL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Wet-Ones-Antibacterial-Wipes-Count/dp/B01KJA4WHW?_encoding=UTF8&psc=1,"
Charmin Ultra Soft Cushiony Touch Toilet Paper, 24 Family Mega Rolls = 123 Regular Rolls
",$49.97 $70.90,"https://images-na.ssl-images-amazon.com/images/I/71apHMYa2gL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Bluetooth-FITINDEX-Wireless-Bathroom-Composition/dp/B078HW8BPY?_encoding=UTF8&psc=1,"
Duracell - CopperTop AAA Alkaline Batteries - long lasting, all-purpose Triple A battery for household and business - 2 Count
",$2.99 $79.95,"https://images-na.ssl-images-amazon.com/images/I/71DjhV1oqML._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/RENPHO-Bluetooth-Bathroom-Composition-Smartphone/dp/B01N1UX8RW?_encoding=UTF8&psc=1,"
Optimum Nutrition Gold Standard 100% Whey Protein Powder, Double Rich Chocolate 1 Pound (Packaging May Vary)
",$9.99 $187.23,"https://images-na.ssl-images-amazon.com/images/I/71rIEjCAwmL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Bounty-Quick-Size-Towels-Family-Regular/dp/B07MHJFRBJ?_encoding=UTF8&psc=1,"
Medpride Medical Vinyl Examination Gloves | Latex and Powder Free | Disposable, Ultra-Strong, Clear | Food Handling Use
",$18.95 $25.99,"https://images-na.ssl-images-amazon.com/images/I/71MAf0k5VxL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Duracell-CopperTop-Batteries-all-purpose-household/dp/B00000JHQ0?_encoding=UTF8&psc=1,"
Quest Nutrition Birthday Cake Protein Bar, High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count
",$20.99 $50.00,"https://images-na.ssl-images-amazon.com/images/I/71n6YDQtYZL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Optimum-Nutrition-Standard-Double-Chocolate/dp/B00G4MA4B8?_encoding=UTF8&psc=1,"
Pure Protein Complete Ready to Drink Protein Shake, Keto Diet Friendly Snack, 30g Whey Protein, With Vitamin A, Vitamin D, and Zinc to Support Immune Health, Chocolate, 11oz, Pack of 4
",$6.94 $29.99,"https://images-na.ssl-images-amazon.com/images/I/81jYryt3W9L._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Examination-100-Count-Disposable-Ultra-Strong-Healthcare/dp/B07KYLMJ3M?_encoding=UTF8&psc=1,"
Liquid I.V. Hydration Multiplier, Electrolyte Powder, Easy Open Packets, Supplement Drink Mix (6 Count)
",$11.99 $219.99,"https://images-na.ssl-images-amazon.com/images/I/71C0yUKcVjL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Pure-Protein-Complete-Replacement-Chocolate/dp/B07G3W5QBL?_encoding=UTF8&psc=1,"
Nature's Bounty Calcium Magnesium Zinc Caps, 100 ct
",$3.24 $10.95,"https://images-na.ssl-images-amazon.com/images/I/81jIUka-EIL._AC_UL200_SR200,200_.jpg"
Health & Household,https://www.amazon.com/Liquid-I-V-Multiplier-Electrolyte-Supplement/dp/B01NCWDHV4?_encoding=UTF8&psc=1,"
Amazon Brand - Solimo 2-Ply Toilet Paper, 350 Sheets per Roll, 30 Count
",$19.99 ,"https://images-na.ssl-images-amazon.com/images/I/719-lUIpmUL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Fire-TV-Stick-4K-with-Alexa-Voice-Remote/dp/B079QHML21?_encoding=UTF8&psc=1,"
Fire TV Stick 4K streaming device with Alexa built in, Dolby Vision, includes Alexa Voice Remote, latest release
",$39.99 $79.98,"https://images-na.ssl-images-amazon.com/images/I/51CgKGfMelL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Echo-Dot/dp/B07FZ8S74R?_encoding=UTF8&psc=1,"
Echo Dot (3rd Gen) - Smart speaker with Alexa - Charcoal
",$49.99 $79.98,"https://images-na.ssl-images-amazon.com/images/I/6182S7MYC2L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Fire-TV-Stick-with-Alexa-Voice-Remote/dp/B0791TX5P5?_encoding=UTF8&psc=1,"
Fire TV Stick streaming media player with Alexa built in, includes Alexa Voice Remote, HD, easy set-up, released 2019
",$39.99 $74.98,"https://images-na.ssl-images-amazon.com/images/I/51ZdmnHKukL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/All-New-Fire-HD-8-Tablet/dp/B07TMJ1R3X?_encoding=UTF8&psc=1,"
All-new Fire HD 8 tablet, 8"" HD display, 32 GB, designed for portable entertainment, Black
",$89.99 $184.99,"https://images-na.ssl-images-amazon.com/images/I/61jIs7q6SML._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Apple-Watch-GPS-38mm-Silver-Aluminium/dp/B07K37HKT8?_encoding=UTF8&psc=1,"
Apple Watch Series3 (GPS, 38mm) - Silver Aluminum Case with White Sport Band
",$169.00 ,"https://images-na.ssl-images-amazon.com/images/I/71vCuRn4CkL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/HP-23-8-inch-Adjustment-Speakers-VH240a/dp/B072M34RQC?_encoding=UTF8&psc=1,"
HP VH240a 23.8-inch Full HD 1080p IPS LED Monitor with Built-in Speakers and VESA Mounting, Rotating Portrait & Landscape, Tilt, and HDMI & VGA Ports (1KL30AA) - Black
",$109.99 ,"https://images-na.ssl-images-amazon.com/images/I/71trhuzbhML._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Ring-Video-Doorbell/dp/B07WGJ8XWZ?_encoding=UTF8&psc=1,"
All-new Ring Video Doorbell ��� 1080p HD video, improved motion detection, easy installation ��� Satin Nickel (2nd Gen)
",$79.99 $99.99,"https://images-na.ssl-images-amazon.com/images/I/71mlE7vPglL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Wyze-Indoor-Wireless-Detection-Assistant/dp/B076H3SRXG?_encoding=UTF8&psc=1,"
Wyze Cam 1080p HD Indoor Wireless Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant, One Pack, White - WYZEC2
",$25.74 $132.96,"https://images-na.ssl-images-amazon.com/images/I/61B04f0ALWL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Blink-Mini-Indoor-Camera/dp/B07X6C9RMF?_encoding=UTF8&psc=1,"
Blink Mini Compact indoor plug-in smart security camera, 1080 HD video, motion detection, Works with Alexa- 1 camera
",$29.99 $64.99,"https://images-na.ssl-images-amazon.com/images/I/41GZI7HASrL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G?_encoding=UTF8&psc=1,"
TP-Link AC1750 Smart WiFi Router - Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa, VPN Server, Parental Control&QoS (Archer A7)
",$63.40 ,"https://images-na.ssl-images-amazon.com/images/I/51R2a9p-vNL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Fire-Tablet-7/dp/B07FKR6KXF?_encoding=UTF8&psc=1,"
Fire 7 Tablet (7"" display, 16 GB) - Black
",$49.99 $102.97,"https://images-na.ssl-images-amazon.com/images/I/514mBrHxPnL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Kindle-Paperwhite-Waterproof-Unlimited-auto-renewal/dp/B07PP49ZDW?_encoding=UTF8&psc=1,"
Kindle Paperwhite ��� Now Waterproof with more than 2x the Storage ��� Ad-Supported + Kindle Unlimited (with auto-renewal)
",$129.99 $179.99,"https://images-na.ssl-images-amazon.com/images/I/61eAq6gg-XL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Letsfit-Activity-Waterproof-Pedometer-Smartwatch/dp/B07X2KLTJ2?_encoding=UTF8&psc=1,"
Letsfit Smart Watch, Fitness Tracker with Heart Rate Monitor, Activity Tracker with 1.3"" Touch Screen, IP68 Waterproof Pedometer Smartwatch with Sleep Monitor, Step Counter for Women and Men
",$30.59 $41.99,"https://images-na.ssl-images-amazon.com/images/I/61MNpaOq6GL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Fire-HD-10/dp/B07K1RZWMC?_encoding=UTF8&psc=1,"
Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB)  Black
",$149.99 $249.96,"https://images-na.ssl-images-amazon.com/images/I/61vUiHar9rL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Echo-Dot/dp/B07N8RPRF7?_encoding=UTF8&psc=1,"
Echo Dot (3rd Gen) - Smart speaker with clock and Alexa - Sandstone
",$59.99 $89.98,"https://images-na.ssl-images-amazon.com/images/I/81ilNbqaGWL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/OHill-Organizer-Management-Organizing-Adhesive/dp/B071FXZBMV?_encoding=UTF8&psc=1,"
OHill Cable Clips, 16 Pack Black Cord Organizer Cable Management for Organizing Cable Cords Home and Office, Self Adhesive Cord Holders
",$8.99 ,"https://images-na.ssl-images-amazon.com/images/I/617Y%2BPPn0xL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Introducing-Echo-Show-Compact-Charcoal/dp/B07HZLHPKP?_encoding=UTF8&psc=1,"
Echo Show 5 -- Smart display with Alexa - stay connected with video calling - Charcoal
",$69.99 $109.98,"https://images-na.ssl-images-amazon.com/images/I/716neMnDXXL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Bototek-Protector-Charging-Extension-Smartphone/dp/B07MVZZV3G?_encoding=UTF8&psc=1,"
Power Strip, Bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100 Joules, 6 Feet Long Extension Cord for Smartphone Tablets Home,Office, Hotel- Black
",$26.99 ,"https://images-na.ssl-images-amazon.com/images/I/61%2B796jJW5L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/All-new-Ring-Stick-Battery-Charcoal/dp/B07ZZY2F17?_encoding=UTF8&psc=1,"
All-new Ring Stick Up Cam Battery with Echo Dot (Charcoal)
",$84.99 $169.98,"https://images-na.ssl-images-amazon.com/images/I/51unw%2BW7SlL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Ring-8AB1S7-0EU0-Rechargeable-Battery-Pack/dp/B076JKHDQT?_encoding=UTF8&psc=1,"
Ring Rechargeable Battery Pack
",$29.99 ,"https://images-na.ssl-images-amazon.com/images/I/71hP6o06gdL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/All-New-Fire-HD-8-Kids-Edition-Tablet/dp/B07WDDT3G5?_encoding=UTF8&psc=1,"
All-new Fire HD 8 Kids Edition tablet, 8"" HD display, 32 GB, Blue Kid-Proof Case
",$139.99 $209.98,"https://images-na.ssl-images-amazon.com/images/I/61lgxCi9b7L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Apple-iPad-10-2-Inch-Wi-Fi-32GB/dp/B07XL7G4H6?_encoding=UTF8&psc=1,"
Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (Latest Model)
",$319.99 ,"https://images-na.ssl-images-amazon.com/images/I/6162WMQWhVL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Ring-Video-Doorbell-3/dp/B0849J7W5X?_encoding=UTF8&psc=1,"
All-new Ring Video Doorbell 3 ��� enhanced wifi, improved motion detection, easy installation
",$149.99 $179.99,"https://images-na.ssl-images-amazon.com/images/I/71v6fiYWE5L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/AmazonBasics-6-Outlet-Protector-2-Pack-2-Foot/dp/B00TP1BWMK?_encoding=UTF8&psc=1,"
AmazonBasics 6-Outlet, 200 Joule Surge Protector Power Strip, 2 Foot, White - Pack of 2
",$12.99 ,"https://images-na.ssl-images-amazon.com/images/I/71u12Vkaa9L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/pel%C3%ADcula-instant%C3%A1nea-Fujifilm-unidades-monocromo/dp/B00EB4ADQW?_encoding=UTF8&psc=1,"
Fujifilm Instax Mini Instant Film Twin Pack (White)
",$12.11 ,"https://images-na.ssl-images-amazon.com/images/I/813oF-FY01L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Echo-Show-8/dp/B07PF1Y28C?_encoding=UTF8&psc=1,"
Echo Show 8 -- HD smart display with Alexa ��� stay connected with video calling - Charcoal
",$99.99 $139.98,"https://images-na.ssl-images-amazon.com/images/I/51xbLqRpczL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/dp/B00BWF5U0M?_encoding=UTF8&psc=1,"
Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS)
",$7.99 ,"https://images-na.ssl-images-amazon.com/images/I/71igbmDJwDL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Wyze-1080p-Indoor-Camera-Vision/dp/B07DGR98VQ?_encoding=UTF8&psc=1,"
Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant, White - WYZECP1
",$37.98 $66.88,"https://images-na.ssl-images-amazon.com/images/I/31dz6wCIWML._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/All-new-Ring-Video-Doorbell-Echo/dp/B085VHPH8P?_encoding=UTF8&psc=1,"
All-new Ring Video Doorbell 3 with Echo Show 5
",$149.99 ,"https://images-na.ssl-images-amazon.com/images/I/513YujS1acL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Staging-Product-Not-Retail-Sale/dp/B07Q769B5X?_encoding=UTF8&psc=1,"
Ring Indoor Cam, Compact Plug-In HD security camera with two-way talk, Works with Alexa - Black
",$59.99 $119.98,"https://images-na.ssl-images-amazon.com/images/I/41Ggoy6fE2L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Ring-Solar-Panel-Black-Compatible/dp/B0781Z7V6V?_encoding=UTF8&psc=1,"
Ring Solar Panel Black - Compatible with Ring Spotlight Cam Battery and Stick Up Cam Battery
",$49.99 ,"https://images-na.ssl-images-amazon.com/images/I/81DBtZm2ZVL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/ASUS-Ultra-Thin-Processor-L203MA-DS04-Microsoft/dp/B07N6S4SY1?_encoding=UTF8&psc=1,"
ASUS VivoBook L203MA Laptop, 11.6��� HD Display, Intel Celeron Dual Core CPU, 4GB RAM, 64GB Storage, USB-C, Windows 10 Home In S Mode, Up To 10 Hours Battery Life, One Year of Microsoft 365, L203MA-DS04
",$274.99 ,"https://images-na.ssl-images-amazon.com/images/I/81o8Tll-5-L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/all-new-Echo/dp/B07NFTVP7P?_encoding=UTF8&psc=1,"
Echo (3rd Gen)- Smart speaker with Alexa- Charcoal
",$99.99 $109.99,"https://images-na.ssl-images-amazon.com/images/I/61b4qFTXRML._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Anker-PowerExtend-Outlets-Extension-Safety/dp/B083XRJXSD?_encoding=UTF8&psc=1,"
Anker Power Strip with USB PowerExtend USB 2 mini, 2 Outlets, and 2 USB Ports, Flat Plug, 5 ft Extension Cord, Safety System for Travel, Desk, and Home Office
",$12.89 ,"https://images-na.ssl-images-amazon.com/images/I/51STd7FVIvL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Fire-7-Kids-Edition-Tablet/dp/B07H8WS1FT?_encoding=UTF8&psc=1,"
Fire 7 Kids Edition Tablet, 7"" Display, 16 GB, Blue Kid-Proof Case
",$99.99 $199.98,"https://images-na.ssl-images-amazon.com/images/I/61DPuDA7ISL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/TCL-50S425-inch-Smart-Roku/dp/B07JK98NNQ?_encoding=UTF8&psc=1,"
TCL 50S425 50 inch 4K Smart LED Roku TV (2019)
",$269.99 ,"https://images-na.ssl-images-amazon.com/images/I/71tN5cFBvFL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/amFilm-Tempered-Screen-Protector-Nintendo-Switch/dp/B01N3ASPNV?_encoding=UTF8&psc=1,"
Lenovo Flex 5 14"" 2-in-1 Laptop, 14.0"" FHD (1920 x 1080) Touch Display, AMD Ryzen 5 4500U Processor, 16GB DDR4, 256GB SSD, AMD Radeon Graphics, Digital Pen Included, Win 10, 81X20005US, Graphite Grey
",$7.99 ,"https://images-na.ssl-images-amazon.com/images/I/61mJu3spvUL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Lenovo-Processor-Graphics-Included-81X20005US/dp/B086226DDB?_encoding=UTF8&psc=1,"
Ring Video Doorbell Pro, with HD Video, Motion Activated Alerts, Easy Installation (existing doorbell wiring required)
",$599.99 ,"https://images-na.ssl-images-amazon.com/images/I/81x%2B9uFY1QL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Ring-Doorbell-Activated-Installation-existing/dp/B01DM6BDA4?_encoding=UTF8&psc=1,"
Roku Premiere | HD/4K/HDR Streaming Media Player, Simple Remote and Premium HDMI Cable
",$189.99 $289.98,"https://images-na.ssl-images-amazon.com/images/I/712UDuT1yRL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Roku-Premiere-HDR-Streaming-Player-Premium/dp/B07HDBZN7Q?_encoding=UTF8&psc=1,"
Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Voice Remote with TV Controls (updated for 2019)
",$29.00 ,"https://images-na.ssl-images-amazon.com/images/I/8102ADu5CiL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Roku-Streaming-Stick-HDR-Streaming-Long-range/dp/B075XLWML4?_encoding=UTF8&psc=1,"
2 Pack Surge Protector Power Strip with 6 Outlets 2 USB Ports, 5-Foot Long Heavy-Duty Braided Extension Cords, Flat Plug, 900 Joules, 15A Circuit Breaker, Wall Mount FCC ETL Listed for Home Office
",$39.00 ,"https://images-na.ssl-images-amazon.com/images/I/813T5unjeQL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Protector-Outlets-Heavy-Duty-Braided-Extension/dp/B082DVCCDR?_encoding=UTF8&psc=1,"
Power Strip with USB, TESSAN Mountable Flat Plug Extension Cord with 4 Widely Spaced Outlets, 3 USB Charger, 5 FT Power Cord, Compact Size Charging Station for Home, Office, Dorm Essentials, Gray
",$28.99 ,"https://images-na.ssl-images-amazon.com/images/I/710e%2BL6pfyL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/TS-102/dp/B07ZRDGF6Y?_encoding=UTF8&psc=1,"
Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black/Carbon, One Size (S and L Bands Included)
",$18.99 ,"https://images-na.ssl-images-amazon.com/images/I/516XDONz0QL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Fitbit-Fitness-Smartwatch-Tracking-Included/dp/B07TWFVDWT?_encoding=UTF8&psc=1,"
Ring Peephole Cam - Smart video doorbell, HD video, 2-way talk, easy installation
",$193.99 $319.99,"https://images-na.ssl-images-amazon.com/images/I/715obo1cz0L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Ring-Peephole-Cam-doorbell-installation/dp/B07WHMQNPC?_encoding=UTF8&psc=1,"
Ring Spotlight Cam Battery (Black) with Echo Dot (Charcoal)
",$79.99 ,"https://images-na.ssl-images-amazon.com/images/I/41EeOVCHm%2BL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/All-new-Ring-Alarm-14-piece-kit/dp/B084YCCX7X?_encoding=UTF8&psc=1,"
All-new Ring Alarm 14-piece kit (2nd Gen) ��� home security system with optional 24/7 professional monitoring ��� Works with Alexa
",$159.99 $331.98,"https://images-na.ssl-images-amazon.com/images/I/41IXXQLgdHL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY?_encoding=UTF8&psc=1,"
JBL FLIP 4 - Waterproof Portable Bluetooth Speaker - Black
",$79.90 ,"https://images-na.ssl-images-amazon.com/images/I/61d5F64UDpL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/VCZHS-Reusable-Fastening-Microfiber-Electronics/dp/B089F7YQJ1?_encoding=UTF8&psc=1,"
VCZHS 50 PCS Reusable Fastening Cable Ties, Microfiber Cloth 6-Inch Hook and Loop Cord Ties for Tablet Laptop PC TV Home Office Electronics Wire -5 Colors
",$7.99 ,"https://images-na.ssl-images-amazon.com/images/I/81ZSpKXJHYL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/TCL-32S325-Inch-720p-Smart/dp/B07G9XZ83W?_encoding=UTF8&psc=1,"
TCL 32S325 32 Inch 720p Roku Smart LED TV (2019)
",$129.99 ,"https://images-na.ssl-images-amazon.com/images/I/71YZlXXFktL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/TP-Link-Deco-Whole-Home-System/dp/B06WVCB862?_encoding=UTF8&psc=1,"
TP-Link Deco Mesh WiFi System ���Up to 5,500 sq. ft. Whole Home Coverage and 100+ Devices,WiFi Router/Extender Replacement, Parental Controls/Anitivirus, Seamless Roaming(Deco M5 3-Pack)
",$169.99 ,"https://images-na.ssl-images-amazon.com/images/I/611EW6z8sZL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Anker-PowerPort-Overload-Protection-Ultra-Compact/dp/B07D25RSWX?_encoding=UTF8&psc=1,"
Anker PowerPort Cube USB Power Strip with 3 Outlets and 3 USB Ports, Portable Design, 5 ft Extension Cord, Overload Protection for iPhone XS/XR, Compact for Travel, Cruise Ship and Office
",$19.99 ,"https://images-na.ssl-images-amazon.com/images/I/614CkxmmyaL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/iBUYPOWER-Computer-Element-9260-i7-9700F/dp/B07V34QQ3C?_encoding=UTF8&psc=1,"
iBUYPOWER Gaming PC Computer Desktop Element 9260 (Intel Core i7-9700F 3.0Ghz, NVIDIA GeForce GTX 1660 Ti 6GB, 16GB DDR4, 240GB SSD, 1TB HDD, WiFi & Windows 10 Home) Black
",,"https://images-na.ssl-images-amazon.com/images/I/81GToTDrV5L._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Protector-POWRUI-6-Outlet-Extender-Charging/dp/B07CCGBB7M?_encoding=UTF8&psc=1,"
USB Wall Charger, Surge Protector, POWRUI 6-Outlet Extender with 2 USB Charging Ports (2.4A Total) and Night Light, 3-Sided Power Strip with Adapter Spaced Outlets - White���ETL Listed
",$19.97 ,"https://images-na.ssl-images-amazon.com/images/I/71Jb8odRgtL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Pasow-Reusable-Fastening-Organizer-Holder/dp/B0154MS9Q0?_encoding=UTF8&psc=1,"
PASOW 50pcs Cable Ties Reusable Fastening Wire Organizer Cord Rope Holder 7 Inch (Black)
",$7.99 ,"https://images-na.ssl-images-amazon.com/images/I/81By8-4g7hL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Acer-SB220Q-Ultra-Thin-Frame-Monitor/dp/B07CVL2D2S?_encoding=UTF8&psc=1,"
Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA port),Black
",$124.99 ,"https://images-na.ssl-images-amazon.com/images/I/81QpkIctqPL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Roku-Streaming-Player-Premium-Headphones/dp/B07WVF9SL5?_encoding=UTF8&psc=1,"
Roku Ultra | Streaming Media Player 4K/HD/HDR with Premium JBL Headphones 2019
",$89.88 ,"https://images-na.ssl-images-amazon.com/images/I/817FcB-M0PL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Roku-Express-Streaming-Media-Player/dp/B07WVFCVJN?_encoding=UTF8&psc=1,"
Roku Express HD Streaming Media Player 2019
",$29.00 ,"https://images-na.ssl-images-amazon.com/images/I/81T70LF0wWL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/12-Outlet-Protector-Charging-Mountable-Protection/dp/B07W5MYBFJ?_encoding=UTF8&psc=1,"
Power Strip,Witeem Surge Protector with 12-Outlet (1875W/15A,4360Joules) and 4 USB Charging Ports (5V/6A,30W),6Ft Extension Cord,Wall Mountable Overload Protection Outlet for Home & Office, Black
",$26.99 ,"https://images-na.ssl-images-amazon.com/images/I/71p5Ti-UGvL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/Raceway-Management-Channel-Paintable-Concealer/dp/B07GPFDL1K?_encoding=UTF8&psc=1,"
Cord Cover Raceway Kit, 157"" Cable Cover Channel, Paintable Cord Concealer System Cable Hider, Cord Wires, Hiding Wall Mount TV Powers Cords in Home Office, 10X L15.7in X W0.95in X 0.55in
",$17.99 ,"https://images-na.ssl-images-amazon.com/images/I/61dAEHDkgcL._AC_UL200_SR200,200_.jpg"
Electronics,https://www.amazon.com/FosPower-Emergency-Portable-Household-Flashlight/dp/B07FKYHTWP?_encoding=UTF8&psc=1,"
FosPower Emergency Solar Hand Crank Portable Radio, NOAA Weather Radio for Household and Outdoor Emergency with AM/FM, LED Flashlight, Reading Lamp, 2000mAh Power Bank USB Charger and SOS Alarm
",$39.99 ,"https://images-na.ssl-images-amazon.com/images/I/71lprXHznaL._AC_UL200_SR200,200_.jpg"
